Hotel id,Primary Location Segment,Trend Segment
47205804,Resort,Wellness/Eco
68654605,Urban,Standard
23361504,Urban,Lifestyle/Boutique
265427303,Urban,Lifestyle/Boutique
31134103,Urban,Extended Stay
19074205,Resort,Extended Stay
2153805,Airport,Standard
165455803,Resort,Standard
183826604,Urban,Extended Stay
166997304,Urban,Standard
80297806,Urban,Lifestyle/Boutique
52165704,Small Metro/Town,Standard
57837304,Urban,Lifestyle/Boutique
62186906,Urban,Standard
177074104,Small Metro/Town,Standard
5889803,Resort,Work-From-Anywhere
23020906,Resort,Standard
19820904,Urban,Standard
273601703,Urban,Extended Stay
4370405,Urban,Standard
600347425,Urban,Extended Stay
119444504,Resort,Standard
369272103,Urban,Extended Stay
264491003,Urban,Standard
292200703,Urban,Extended Stay
80820905,Small Metro/Town,Standard
372797704,Urban,Standard
200358404,Urban,Standard
83723004,Small Metro/Town,Standard
19576304,Urban,Standard
120261004,Urban,Extended Stay
159388103,Urban,Standard
49747804,Urban,Standard
147845504,Urban,Standard
396506104,Urban,Standard
54970304,Urban,Standard
95472606,Resort,Standard
49746704,Interstate,Standard
216712504,Resort,Standard
47623404,Resort,Lifestyle/Boutique
22524906,Resort,Standard
102615205,Resort,Standard
162706404,Urban,Extended Stay
6810005,Urban,Extended Stay
87637704,Resort,Work-From-Anywhere
163762803,Urban,Standard
46100404,Small Metro/Town,Standard
176943303,Urban,Extended Stay
93829303,Small Metro/Town,Standard
81423003,Airport,Standard
292601503,Urban,Lifestyle/Boutique
180057203,Urban,Standard
164817704,Resort,Wellness/Eco
81695604,Urban,Extended Stay
273520203,Resort,Standard
23805206,Resort,Wellness/Eco
45369206,Urban,Standard
49360203,Resort,Wellness/Eco
390887104,Urban,Standard
5595205,Suburban,Standard
11722003,Urban,Extended Stay
252587204,Urban,Standard
81954004,Urban,Lifestyle/Boutique
58636904,Urban,Extended Stay
11503005,Urban,Standard
80889903,Resort,Wellness/Eco
59582804,Urban,Standard
57735903,Urban,Standard
59551904,Resort,Standard
57750604,Urban,Standard
358830204,Resort,Lifestyle/Boutique
96306604,Small Metro/Town,Standard
305569403,Urban,Extended Stay
66792706,Urban,Lifestyle/Boutique
63352904,Resort,Wellness/Eco
266745403,Urban,Extended Stay
100032905,Urban,Standard
46320004,Resort,Standard
48964904,Resort,Standard
45064506,Urban,Extended Stay
19281604,Resort,Standard
288425503,Resort,Standard
42883906,Urban,Standard
373795903,Small Metro/Town,Standard
79627305,Urban,Extended Stay
165199404,Resort,Standard
59231904,Resort,Standard
23214703,Urban,Extended Stay
45385903,Urban,Extended Stay
44932506,Resort,Work-From-Anywhere
187948204,Urban,Standard
109038704,Resort,Standard
316320704,Urban,Lifestyle/Boutique
288176603,Urban,Standard
70895105,Urban,Standard
93498003,Urban,Standard
192853604,Urban,Extended Stay
63627004,Urban,Extended Stay
49827804,Resort,Standard
39484104,Urban,Lifestyle/Boutique
500172498,Small Metro/Town,Standard
141924704,Resort,Lifestyle/Boutique
215634904,Urban,Standard
49364604,Resort,Standard
18287204,Resort,Standard
39637106,Resort,Work-From-Anywhere
79959704,Urban,Standard
347035003,Resort,Standard
5818103,Urban,Standard
22995206,Resort,Wellness/Eco
135184404,Resort,Standard
13183105,Urban,Standard
71750905,Urban,Lifestyle/Boutique
23262806,Urban,Standard
312313003,Urban,Extended Stay
18466104,Urban,Standard
18695604,Resort,Wellness/Eco
53059605,Small Metro/Town,Standard
51945306,Resort,Standard
81060505,Resort,Standard
11968805,Resort,Wellness/Eco
57551604,Urban,Standard
600318925,Urban,Standard
10032505,Urban,Standard
152844304,Resort,Standard
16349704,Urban,Standard
144033604,Urban,Standard
315747604,Urban,Standard
48347604,Resort,Standard
3519205,Urban,Standard
93492503,Urban,Lifestyle/Boutique
252561404,Urban,Standard
95849704,Resort,Standard
265858503,Resort,Wellness/Eco
73668004,Resort,Work-From-Anywhere
59490404,Resort,Standard
206947204,Urban,Lifestyle/Boutique
136264703,Suburban,Standard
7096403,Urban,Standard
17694903,Urban,Standard
78648604,Small Metro/Town,Lifestyle/Boutique
184571204,Resort,Wellness/Eco
70913305,Resort,Standard
3110505,Urban,Standard
600201487,Small Metro/Town,Standard
153864904,Resort,Standard
45605206,Urban,Work-From-Anywhere
91311205,Urban,Extended Stay
11968905,Resort,Wellness/Eco
125950004,Small Metro/Town,Standard
50103004,Urban,Standard
43580106,Urban,Standard
292822103,Urban,Standard
290056903,Urban,Standard
385908604,Resort,Standard
69589904,Suburban,Standard
1707604,Resort,Standard
206939204,Urban,Extended Stay
254115604,Urban,Work-From-Anywhere
40144806,Suburban,Standard
60908505,Urban,Standard
98800805,Resort,Extended Stay
48724704,Urban,Standard
125950504,Urban,Standard
334771303,Resort,Extended Stay
50374303,Small Metro/Town,Standard
109285104,Resort,Standard
49255404,Small Metro/Town,Wellness/Eco
378897803,Resort,Extended Stay
103306804,Resort,Standard
65780504,Resort,Extended Stay
73242805,Suburban,Extended Stay
600273290,Urban,Standard
223865904,Resort,Standard
36975106,Resort,Standard
249009603,Resort,Standard
94071506,Urban,Standard
42187703,Urban,Standard
355694204,Urban,Extended Stay
375823404,Small Metro/Town,Standard
5804603,Suburban,Standard
62639806,Urban,Lifestyle/Boutique
47295904,Urban,Standard
55989104,Urban,Standard
11815103,Resort,Standard
272489803,Urban,Extended Stay
52060504,Resort,Standard
11651405,Resort,Standard
52181504,Urban,Lifestyle/Boutique
5834003,Urban,Standard
380933804,Urban,Extended Stay
80074905,Urban,Standard
176136803,Urban,Lifestyle/Boutique
212182604,Urban,Lifestyle/Boutique
353753203,Urban,Standard
38822506,Resort,Standard
20565604,Resort,Standard
289412703,Small Metro/Town,Standard
117750304,Small Metro/Town,Standard
95205905,Urban,Standard
81292505,Urban,Standard
177075403,Urban,Lifestyle/Boutique
200469204,Urban,Extended Stay
118123104,Urban,Standard
52120204,Urban,Standard
174327503,Resort,Wellness/Eco
16664804,Suburban,Standard
2978805,Urban,Standard
49451904,Urban,Standard
191107603,Urban,Extended Stay
118264004,Urban,Standard
308963203,Urban,Standard
23317504,Resort,Standard
22984303,Resort,Standard
10703405,Urban,Lifestyle/Boutique
31373406,Urban,Extended Stay
266616704,Urban,Extended Stay
32804806,Resort,Standard
48139304,Urban,Standard
51880404,Urban,Lifestyle/Boutique
176732203,Suburban,Extended Stay
19494705,Urban,Lifestyle/Boutique
195087603,Urban,Extended Stay
111182904,Resort,Standard
49781704,Resort,Wellness/Eco
266153303,Resort,Extended Stay
168893604,Urban,Standard
255090303,Resort,Standard
48259804,Urban,Lifestyle/Boutique
293624203,Urban,Extended Stay
291512903,Small Metro/Town,Standard
3294705,Urban,Standard
79369403,Urban,Standard
46724906,Urban,Standard
223686104,Resort,Standard
66557405,Resort,Wellness/Eco
222692404,Airport,Standard
77397204,Urban,Lifestyle/Boutique
106153704,Urban,Standard
104423604,Urban,Extended Stay
83504806,Urban,Standard
279706203,Resort,Extended Stay
166138403,Urban,Extended Stay
88168103,Resort,Standard
67421504,Airport,Standard
183807804,Urban,Extended Stay
10993803,Resort,Wellness/Eco
34421306,Resort,Standard
78878604,Urban,Standard
51941604,Small Metro/Town,Extended Stay
222391304,Small Metro/Town,Standard
40188504,Urban,Standard
71303506,Resort,Extended Stay
13291003,Urban,Standard
97317904,Urban,Standard
46945704,Urban,Standard
34072204,Urban,Standard
209375004,Small Metro/Town,Work-From-Anywhere
48148504,Urban,Standard
27747304,Resort,Standard
86399004,Resort,Extended Stay
46326704,Resort,Standard
59119506,Urban,Standard
106922005,Urban,Standard
3355605,Urban,Standard
48453904,Urban,Standard
265429403,Urban,Standard
7419805,Resort,Lifestyle/Boutique
42427705,Urban,Standard
48417604,Urban,Extended Stay
304879203,Urban,Standard
36733706,Suburban,Standard
49657604,Urban,Standard
54667206,Urban,Standard
198685304,Urban,Standard
55479705,Resort,Wellness/Eco
72194104,Resort,Lifestyle/Boutique
61644506,Resort,Standard
70691304,Resort,Extended Stay
301028503,Urban,Extended Stay
141391604,Urban,Extended Stay
95792405,Urban,Lifestyle/Boutique
890903,Urban,Standard
166391104,Urban,Extended Stay
93921103,Small Metro/Town,Standard
52094804,Urban,Lifestyle/Boutique
109809804,Airport,Standard
103942604,Small Metro/Town,Wellness/Eco
168590603,Urban,Standard
139472103,Urban,Extended Stay
41437403,Airport,Standard
237156404,Urban,Extended Stay
125232904,Resort,Lifestyle/Boutique
5868803,Urban,Standard
49969704,Urban,Extended Stay
52639406,Urban,Lifestyle/Boutique
161997504,Interstate,Standard
64917704,Resort,Standard
129342804,Urban,Standard
106131704,Small Metro/Town,Standard
30019005,Urban,Standard
16003503,Urban,Lifestyle/Boutique
110440404,Urban,Standard
173074703,Resort,Standard
135763904,Urban,Lifestyle/Boutique
93655703,Resort,Lifestyle/Boutique
16587004,Urban,Standard
47172304,Resort,Standard
99038205,Resort,Standard
194982903,Resort,Standard
296060603,Resort,Extended Stay
100398004,Urban,Extended Stay
5621405,Urban,Standard
175839304,Urban,Lifestyle/Boutique
190116404,Resort,Extended Stay
50352504,Resort,Standard
100082905,Small Metro/Town,Standard
33635606,Resort,Standard
300014303,Resort,Lifestyle/Boutique
266058103,Urban,Extended Stay
48469405,Resort,Lifestyle/Boutique
14156805,Urban,Lifestyle/Boutique
35346303,Resort,Standard
253642504,Urban,Standard
126909004,Resort,Standard
96427304,Resort,Extended Stay
92651605,Urban,Extended Stay
119924605,Urban,Lifestyle/Boutique
309419803,Small Metro/Town,Standard
286049003,Small Metro/Town,Standard
31725105,Urban,Lifestyle/Boutique
97462504,Urban,Standard
49543204,Small Metro/Town,Standard
50315604,Small Metro/Town,Standard
11670403,Resort,Standard
195275103,Resort,Standard
7732605,Resort,Wellness/Eco
76378505,Urban,Lifestyle/Boutique
46515506,Small Metro/Town,Lifestyle/Boutique
79078706,Urban,Lifestyle/Boutique
120134604,Resort,Extended Stay
58573506,Urban,Extended Stay
124672904,Airport,Extended Stay
130489904,Urban,Standard
1635105,Resort,Standard
118732105,Urban,Standard
270012904,Resort,Extended Stay
27720504,Small Metro/Town,Standard
69871104,Suburban,Standard
306388203,Urban,Standard
113347104,Resort,Standard
136027403,Urban,Standard
49908904,Urban,Standard
58008306,Urban,Standard
38242803,Resort,Standard
57535904,Urban,Standard
93506105,Resort,Standard
2898105,Interstate,Standard
33846106,Suburban,Standard
2801605,Urban,Lifestyle/Boutique
121558304,Urban,Standard
27860004,Resort,Wellness/Eco
11637303,Urban,Standard
269253603,Urban,Standard
6289305,Urban,Standard
30970305,Resort,Wellness/Eco
48561504,Urban,Extended Stay
198672604,Urban,Standard
63598403,Urban,Standard
112681804,Urban,Lifestyle/Boutique
49518104,Urban,Standard
12111003,Urban,Standard
288743103,Resort,Standard
600129497,Urban,Extended Stay
92378304,Urban,Standard
49259904,Resort,Extended Stay
2896705,Interstate,Standard
83085705,Airport,Standard
174203304,Airport,Standard
52156304,Resort,Standard
150761304,Urban,Standard
48713604,Urban,Lifestyle/Boutique
49445104,Resort,Wellness/Eco
86836405,Resort,Extended Stay
91872705,Urban,Lifestyle/Boutique
64700904,Resort,Standard
23967504,Resort,Standard
182162304,Resort,Standard
158991103,Urban,Lifestyle/Boutique
82229405,Resort,Standard
39618504,Urban,Standard
253171204,Resort,Extended Stay
22668206,Urban,Standard
249060704,Resort,Standard
66249804,Urban,Standard
242704604,Urban,Standard
170699004,Resort,Lifestyle/Boutique
262727604,Urban,Standard
51838304,Urban,Standard
166109304,Urban,Standard
122395503,Small Metro/Town,Standard
42865403,Resort,Standard
123289305,Urban,Standard
500164887,Resort,Standard
2835703,Urban,Standard
264330303,Resort,Extended Stay
50132104,Small Metro/Town,Standard
92912206,Resort,Standard
58483603,Urban,Standard
29665706,Urban,Lifestyle/Boutique
49148404,Resort,Extended Stay
224369904,Resort,Standard
158334504,Resort,Extended Stay
53765403,Urban,Standard
162897503,Resort,Standard
104886705,Urban,Extended Stay
59568304,Resort,Standard
7080703,Urban,Standard
211276304,Small Metro/Town,Standard
18832403,Resort,Extended Stay
51972704,Resort,Lifestyle/Boutique
51839504,Urban,Lifestyle/Boutique
256307703,Resort,Standard
92379704,Urban,Standard
358044203,Urban,Extended Stay
246282903,Urban,Extended Stay
49213404,Urban,Lifestyle/Boutique
66015105,Resort,Standard
232827204,Urban,Lifestyle/Boutique
127516304,Urban,Standard
218742804,Resort,Standard
211311404,Resort,Standard
49665304,Urban,Extended Stay
500179510,Urban,Lifestyle/Boutique
22397505,Resort,Standard
56597804,Small Metro/Town,Standard
88873503,Urban,Standard
123442904,Urban,Standard
223886504,Urban,Extended Stay
103021505,Urban,Standard
50359104,Urban,Standard
372793004,Urban,Standard
9230604,Airport,Standard
85033404,Suburban,Standard
48161604,Small Metro/Town,Lifestyle/Boutique
24911005,Urban,Standard
34523206,Resort,Wellness/Eco
50481506,Resort,Standard
388192904,Urban,Extended Stay
170342704,Urban,Standard
34130904,Resort,Standard
278588104,Airport,Standard
19000004,Resort,Lifestyle/Boutique
88875205,Urban,Extended Stay
241704104,Resort,Standard
210296404,Urban,Standard
179822003,Resort,Extended Stay
209583804,Urban,Standard
290011903,Urban,Standard
159430603,Resort,Wellness/Eco
7112203,Urban,Standard
16024903,Urban,Standard
211458204,Resort,Extended Stay
161435603,Resort,Work-From-Anywhere
17318805,Urban,Extended Stay
168572403,Airport,Standard
48759404,Resort,Lifestyle/Boutique
51864704,Small Metro/Town,Standard
267225003,Resort,Work-From-Anywhere
40040904,Urban,Extended Stay
172158203,Urban,Extended Stay
49755104,Resort,Standard
52062404,Urban,Standard
68074804,Urban,Standard
161479703,Urban,Standard
564203,Urban,Lifestyle/Boutique
253999703,Urban,Standard
11795505,Resort,Standard
193284904,Urban,Extended Stay
237175404,Resort,Standard
81324006,Urban,Standard
47091704,Resort,Standard
48511204,Urban,Standard
4587205,Urban,Standard
100265804,Urban,Standard
254513004,Small Metro/Town,Standard
18244305,Urban,Standard
63625605,Resort,Standard
11218305,Urban,Standard
46111704,Small Metro/Town,Extended Stay
43569506,Resort,Standard
175882803,Urban,Standard
353921504,Small Metro/Town,Wellness/Eco
31244003,Resort,Wellness/Eco
50359704,Small Metro/Town,Standard
292303,Resort,Standard
52144203,Urban,Lifestyle/Boutique
68076506,Urban,Lifestyle/Boutique
27824104,Resort,Standard
49063204,Urban,Standard
279925503,Urban,Standard
195834803,Urban,Extended Stay
7110603,Urban,Standard
62194906,Urban,Standard
179272903,Urban,Standard
361028104,Urban,Standard
75627505,Urban,Standard
11966605,Airport,Standard
49393204,Urban,Standard
53265503,Urban,Lifestyle/Boutique
250408104,Resort,Standard
77534503,Resort,Lifestyle/Boutique
33799706,Resort,Wellness/Eco
7077403,Urban,Standard
59950504,Urban,Extended Stay
264547803,Resort,Standard
160441503,Small Metro/Town,Standard
30027403,Urban,Lifestyle/Boutique
10961505,Urban,Standard
214263204,Urban,Standard
46222305,Suburban,Standard
4983605,Suburban,Standard
48989804,Urban,Standard
90307703,Urban,Standard
244881204,Resort,Lifestyle/Boutique
47414903,Resort,Standard
108282604,Urban,Standard
298516403,Resort,Standard
184655604,Urban,Lifestyle/Boutique
128787003,Urban,Standard
173457303,Resort,Lifestyle/Boutique
50079304,Suburban,Wellness/Eco
255095404,Urban,Standard
43660206,Resort,Wellness/Eco
130227603,Urban,Standard
43853606,Urban,Standard
370569403,Urban,Standard
49752104,Urban,Extended Stay
15603204,Urban,Standard
11486103,Urban,Standard
75618204,Urban,Standard
46640304,Small Metro/Town,Standard
101432604,Urban,Extended Stay
163763903,Resort,Lifestyle/Boutique
46839404,Small Metro/Town,Standard
40140906,Resort,Standard
147317105,Urban,Lifestyle/Boutique
11627905,Resort,Wellness/Eco
208047004,Urban,Standard
46327306,Resort,Standard
383252304,Urban,Extended Stay
46841404,Urban,Lifestyle/Boutique
227988904,Urban,Standard
198637404,Resort,Standard
48428604,Airport,Standard
16692204,Urban,Standard
48573904,Small Metro/Town,Lifestyle/Boutique
65480004,Small Metro/Town,Standard
158941603,Resort,Standard
36350504,Resort,Standard
166352903,Urban,Standard
59581504,Small Metro/Town,Standard
48383004,Urban,Standard
286620703,Urban,Extended Stay
274508203,Small Metro/Town,Standard
344932203,Urban,Extended Stay
54282305,Urban,Lifestyle/Boutique
75336403,Resort,Standard
319157303,Resort,Lifestyle/Boutique
93692803,Resort,Extended Stay
27906504,Urban,Lifestyle/Boutique
320382903,Urban,Extended Stay
5907503,Resort,Standard
55734605,Resort,Standard
125122504,Urban,Standard
22367306,Urban,Standard
152796004,Urban,Lifestyle/Boutique
57162004,Urban,Standard
160728903,Suburban,Lifestyle/Boutique
148042305,Urban,Standard
48692504,Resort,Wellness/Eco
61223304,Urban,Standard
48331604,Resort,Standard
600594779,Urban,Extended Stay
49654904,Resort,Standard
19577604,Urban,Extended Stay
69791903,Resort,Standard
46361404,Small Metro/Town,Wellness/Eco
80644504,Urban,Standard
285748403,Urban,Extended Stay
171942904,Urban,Standard
57100306,Resort,Lifestyle/Boutique
33226803,Urban,Standard
52730306,Small Metro/Town,Wellness/Eco
52173304,Urban,Standard
305841303,Resort,Standard
65649405,Urban,Standard
70020106,Resort,Wellness/Eco
12670103,Resort,Standard
272476803,Urban,Extended Stay
172261304,Resort,Wellness/Eco
15047404,Urban,Standard
91133705,Urban,Standard
96730406,Small Metro/Town,Standard
6019703,Suburban,Standard
2661705,Urban,Standard
197135504,Resort,Extended Stay
49523104,Airport,Standard
88909003,Urban,Standard
172459303,Urban,Extended Stay
190987403,Urban,Extended Stay
50194604,Small Metro/Town,Standard
14601503,Resort,Standard
262766403,Small Metro/Town,Standard
363647804,Small Metro/Town,Standard
38599206,Resort,Standard
169872704,Small Metro/Town,Standard
78637503,Urban,Extended Stay
76889504,Urban,Lifestyle/Boutique
46631204,Urban,Standard
